Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Yield 2,ee 3,Product 2 R or S,Pre catalyst 2(True or False),Ammount of additive 2,dr 3,Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,L/M 2,Yield 1,Charge of Ligand 2,Ammount of reactant 1(mmol),Central Metal of Catalyst 2,Solvent Ratio,Pressure/atm,S/C 2,Solvent 2 ammount(mL),Valence of Central Metal 1,ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reactant Name 2,Ligand 1 Type,Reaction ID,Additive 2,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Product Name 3,Reaction Temperature/C,(Pre)Catalyst Name 2,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Ammount of additive 1 step 2,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,ee 2,Ammount of reactant 2(mmol),Reaction Time/h step 2,Product 1 R or S,LED,Number of Coordination Atoms 2,LED step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Reaction Type,Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)"
0,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.97,,0.2,,,,,,2,,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,1.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,1.6,,S,,,,,0,1.0,10.1002_ajoc.202100502,,
1,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN1[C@@H]2CCCC[C@H]2N(C)[C@@H](c2ccccc2P(c2ccccc2)c2ccccc2)[C@@H]1c1ccccc1P(c1ccccc1)c1ccccc1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.4,,0.2,,,,,,2,0.05,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,2.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,"P,P",,12,2,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
2,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC[Si](CC)(CC)c1ccccc1[C@H](O)c1ccc2ccccc2c1-c1c(O)c(P(c2ccccc2)c2ccccc2)cc2ccccc12,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.96,,0.2,,,,,,2,-0.07,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,3.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
3,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCCN(CCCC)p1oc2c(-c3ccccc3)cc3ccccc3c2c2c(o1)c(-c1ccccc1)cc1ccccc12,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.96,,0.2,,,,,,2,0.0,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,4.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
4,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],O=[P@]1(O)OC2=C(c3c(ccc4c3CCCC4)O1)C1CCCCC1C=C2,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.9,,0.2,,,,,,2,-0.03,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,5.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,O,,12,1,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
5,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CN([C@H](c1ccccc1)c1ccccc1P([C@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)[C@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)[S@](=O)C(C)(C)C,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.97,,0.2,,,,,,2,0.0,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,6.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,"P,N",,12,2,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
6,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,,,0.2,,,,,,2,,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,7.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,"P,P",,12,2,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
7,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC1(C)O[C@@H]2[C@@H](O1)C(c1ccccc1)(c1ccccc1)OP(N1CCCCC1)OC2(c1ccccc1)c1ccccc1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.94,,0.2,,,,,,2,0.13,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,8.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
8,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCN(Cc1ccccc1)P1OC(c2cc(C)cc(C)c2)(c2cc(C)cc(C)c2)[C@@H]2OC(CC)(CC)O[C@H]2C(c2cc(C)cc(C)c2)(c2cc(C)cc(C)c2)O1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.48,,0.2,,,,,,2,0.45,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,9.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,1.6,,S,,,,,0,,10.1002_ajoc.202100502,,
9,C=C(COc1ccccc1I)c1ccccc1,C[Si](C)(C)[Si](C)(C)C,C[Si](C)(C)C[C@@]1(c2ccccc2[Si](C)(C)C)COc2ccccc21,,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCN(Cc1ccccc1)P1OC(c2cc(C)cc(C)c2)(c2cc(C)cc(C)c2)[C@@H]2OC(CC)(CC)O[C@H]2C(c2cc(C)cc(C)c2)(c2cc(C)cc(C)c2)O1,CC#N,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,,,,,2,,0.63,,0.2,,,,,,2,0.0,,True,Pd,,,,,,"1,1,1,2,2,2-hexamethyldisilane",,10.0,,,,,,70,,10.1002_ajoc.202100502,2,,10,,P,,12,1,,0.5,,0.4,,S,,,,,0,,10.1002_ajoc.202100502,,
