Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,Yield 2,ee 3,Product 2 R or S,Pre catalyst 2(True or False),Ammount of additive 2,dr 3,Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,L/M 2,Yield 1,Charge of Ligand 2,Ammount of reactant 1(mmol),Central Metal of Catalyst 2,Solvent Ratio,Pressure/atm,S/C 2,Solvent 2 ammount(mL),Valence of Central Metal 1,ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reactant Name 2,Ligand 1 Type,Reaction ID,Additive 2,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Product Name 3,Reaction Temperature/C,(Pre)Catalyst Name 2,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Ammount of additive 1 step 2,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,ee 2,Ammount of reactant 2(mmol),Reaction Time/h step 2,Product 1 R or S,LED,Number of Coordination Atoms 2,LED step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Reaction Type,Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)"
0,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.88,,0.1,,,,,,1,0.84,,True,Ir,,,,,,2H-chromene,,1,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
1,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)ccc3ccccc23)c1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.86,,0.1,,,,,,1,0.89,,True,Ir,,,,,,2H-chromene,,2,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
2,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],Cc1ccc(P(c2ccc(C)cc2)c2ccc3ccccc3c2-c2c(P(c3ccc(C)cc3)c3ccc(C)cc3)ccc3ccccc23)cc1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.49,,0.1,,,,,,1,0.68,,True,Ir,,,,,,2H-chromene,,3,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
3,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccc3ccccc3c2-c2c(P(c3cc(C)c(OC)c(C)c3)c3cc(C)c(OC)c(C)c3)ccc3ccccc23)cc1C,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.94,,0.1,,,,,,1,0.87,,True,Ir,,,,,,2H-chromene,,4,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
4,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2OCO4)OCO3)cc1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.94,,0.1,,,,,,1,0.84,,True,Ir,,,,,,2H-chromene,,5,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
5,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)ccc4c2OCO4)OCO3)c1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.88,,0.1,,,,,,1,0.89,,True,Ir,,,,,,2H-chromene,,6,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
6,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.0,,0.1,,,,,,1,,,True,Ir,,,,,,2H-chromene,,7,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
7,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(c1ccccc1)c1ccccc1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.94,,0.1,,,,,,1,0.85,,True,Ir,,,,,,2H-chromene,,8,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
8,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],COc1cccc(P(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1-c1c(OC)cccc1P(c1cc(C)cc(C)c1)c1cc(C)cc(C)c1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.91,,0.1,,,,,,1,0.88,,True,Ir,,,,,,2H-chromene,,9,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
9,COc1ccc(C(C)=O)cc1,C1=Cc2ccccc2OC1,COc1ccc(C(C)=O)c(C2CCc3ccccc3O2)c1,,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl-].[Cl-].[Ir+].[Ir+],C[C@H](C1=C(P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C1CCCCC1)C1CCCCC1,Cc1ccccc1,,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1.[Na+],,,,,,,,,,,1.2,,0.0,,0.1,,,,,,1,,,True,Ir,,,,,,2H-chromene,,10,,,,,,80,,10.1002_adsc.201801664,0.2,,20,,"P,P",,18,2.0,,0.01,,0.15,,,,,,,0,4,10.1002_adsc.201801664,,
